customer_id,First Time,Recent Time,# of Orders,# of Orders in last 7 days,# of Orders in last 4 weeks,Amount,Amount in last 7 days,Amount in last 4 weeks,Avg_DistanceFromResturant,Avg_DeliveryTime
879789,10/11/15 20:50,11/8/15 21:15,2,,1,466,0,361,2.7,29
1274366,8/13/15 21:51,10/11/15 7:33,2,,NA,278,0,0,2.7,35
320404,7/15/15 20:27,9/11/15 6:48,2,,NA,3328,0,0,2.3,40
791478,11/4/15 15:31,11/6/15 11:41,2,,NA,463,0,0,1.2,21
66353,7/7/15 4:14,10/12/15 14:36,2,,NA,495,0,0,3.7,37
652361,11/20/15 23:15,12/12/15 2:54,2,1,2,760,246,760,4.1,57
275172,9/30/15 2:05,10/2/15 7:14,2,,NA,1116,0,0,1.1,46
156018,11/20/15 4:24,11/28/15 12:06,2,,NA,272,0,0,2.3,50
306823,6/20/15 20:58,7/22/15 20:26,2,,NA,963,0,0,1,53
681028,8/21/15 0:24,11/18/15 14:50,2,,1,138,0,93,3,51
903548,10/14/15 20:39,11/22/15 15:27,2,,1,279,0,140,2,49
137280,8/13/15 11:57,9/13/15 7:11,2,,NA,2012,0,0,2.5,27
741391,9/2/15 4:54,10/24/15 4:21,2,,NA,896,0,0,2.3,18
768113,10/27/15 0:43,11/15/15 23:39,2,,NA,246,0,0,1.3,41
1330753,8/2/15 8:27,9/26/15 12:18,2,,NA,13,0,0,0.7,30
1253268,7/21/15 17:08,10/27/15 13:58,2,,NA,386,0,0,1.4,18
1337963,10/22/15 1:49,12/3/15 22:37,2,,NA,317,0,0,1.3,52
375407,7/1/15 10:34,7/8/15 10:25,2,,NA,42,0,0,1.9,46
46186,11/2/15 0:37,12/7/15 3:44,2,1,1,1033,594,594,1.8,37
180104,8/12/15 10:10,9/6/15 16:30,2,,NA,215,0,0,1.6,30
810056,10/20/15 10:39,10/27/15 13:28,2,,NA,513,0,0,2.6,47
1010910,12/8/15 20:26,12/21/15 15:38,2,,2,206,0,206,1.1,46
510523,10/26/15 21:33,12/5/15 4:11,2,,NA,932,0,0,2.1,24
448568,9/18/15 13:12,9/20/15 19:16,2,,NA,263,0,0,2.8,24
410262,7/14/15 9:37,12/1/15 16:20,2,,1,1095,0,459,4.4,18
637055,9/10/15 10:09,9/11/15 21:47,2,,NA,178,0,0,2.9,18
1127778,12/11/15 7:21,12/16/15 17:55,2,2,2,244,244,244,4,17
214353,7/7/15 8:25,10/17/15 7:41,2,,NA,610,0,0,3.3,43
368136,7/12/15 2:37,9/28/15 13:35,2,,NA,15,0,0,3.1,59
858919,10/16/15 14:29,10/17/15 8:46,2,,NA,246,0,0,3.3,29
947712,11/28/15 17:08,12/11/15 14:39,2,,2,342,0,342,2.7,17
625118,8/20/15 5:11,9/24/15 10:59,2,,NA,137,0,0,2.6,36
435658,7/30/15 13:51,11/11/15 18:29,2,,NA,1427,0,0,2.9,57
673295,9/17/15 12:24,11/15/15 6:55,2,,1,3144,0,1241,2.9,29
366667,7/25/15 13:07,8/1/15 6:04,2,,NA,2132,0,0,3,59
340484,8/22/15 19:34,9/14/15 17:28,2,,NA,228,0,0,2.2,28
1330841,8/6/15 17:45,10/24/15 11:51,2,,NA,622,0,0,1,51
637569,9/20/15 5:03,9/21/15 12:08,2,,NA,96,0,0,4,29
737298,10/11/15 9:31,12/3/15 22:35,2,,NA,103,0,0,2.1,38
623294,9/9/15 14:53,9/14/15 5:25,2,,NA,1098,0,0,2.5,33
7079,8/13/15 23:43,12/11/15 9:46,2,,NA,80,0,0,2.5,37
159219,8/14/15 12:29,11/10/15 19:28,2,,NA,40,0,0,2.8,19
707907,9/27/15 18:27,10/19/15 19:50,2,,NA,563,0,0,1.9,40
1174658,7/31/15 3:51,9/13/15 2:27,2,,NA,677,0,0,0.7,52
638415,8/17/15 22:14,10/16/15 23:34,2,,NA,709,0,0,2,46
1031598,12/1/15 11:02,12/8/15 10:58,2,,2,19,0,19,1,20
363903,7/11/15 21:22,7/15/15 18:35,2,,NA,2011,0,0,1.3,43
976977,11/4/15 16:48,11/5/15 19:03,2,,2,679,0,679,3.5,44
311956,8/24/15 0:44,9/6/15 5:58,2,,NA,791,0,0,3.5,67
592180,8/5/15 18:54,8/8/15 23:17,2,,NA,58,0,0,4.1,55
294926,9/9/15 10:37,9/10/15 8:51,2,,NA,632,0,0,1.5,28
917088,11/1/15 10:57,11/11/15 0:40,2,,NA,85,0,0,0.9,28
631986,9/9/15 2:33,9/16/15 11:46,2,,NA,384,0,0,2.3,29
72894,7/28/15 3:04,7/28/15 9:40,2,,NA,318,0,0,1.8,34
463764,10/26/15 0:46,10/30/15 5:28,2,,NA,193,0,0,1,21
1119165,12/30/15 2:02,1/1/16 18:27,2,2,2,306,306,306,1.6,43
262256,7/18/15 22:51,8/5/15 13:07,2,,NA,375,0,0,2.8,24
608245,8/26/15 8:36,8/31/15 6:21,2,,NA,1407,0,0,3.1,43
881318,10/29/15 19:07,11/1/15 8:42,2,,NA,403,0,0,0.3,26
904088,11/16/15 0:49,12/14/15 2:48,2,,1,1985,0,1454,1.9,50
876982,10/18/15 4:35,11/24/15 17:30,2,,1,1657,0,851,2.3,45
91514,6/13/15 6:27,6/16/15 10:45,2,,NA,972,0,0,2.4,20
944080,11/4/15 4:25,11/19/15 14:42,2,,1,2583,0,1569,2.6,41
331311,7/8/15 21:57,7/12/15 22:04,2,,NA,504,0,0,1.6,54
1307681,9/1/15 22:26,11/26/15 11:36,2,,NA,934,0,0,3.1,51
1214438,9/27/15 4:28,9/29/15 20:41,2,,NA,697,0,0,1.7,19
1048326,12/22/15 12:05,12/27/15 1:09,2,,2,620,0,620,2.8,46
717563,10/14/15 0:12,10/18/15 21:05,2,,NA,1211,0,0,1.8,43
555135,8/30/15 14:00,9/10/15 21:46,2,,NA,1763,0,0,1.7,31
1045823,12/14/15 23:32,12/26/15 14:50,2,1,2,475,384,475,3.5,30
542637,8/8/15 22:23,8/12/15 6:44,2,,NA,551,0,0,2.6,47
968469,11/3/15 7:42,11/12/15 23:05,2,,NA,838,0,0,3.8,59
1003282,11/25/15 9:11,12/4/15 15:49,2,,1,462,0,231,4.7,32
617372,9/5/15 23:26,9/7/15 0:37,2,,NA,781,0,0,4,71
676212,9/17/15 13:40,11/9/15 1:02,2,,NA,283,0,0,2.4,30
785142,9/23/15 14:24,11/20/15 5:16,2,,1,812,0,122,2.8,19
827475,10/9/15 7:06,10/12/15 18:59,2,,NA,1485,0,0,1.1,34
696440,8/19/15 0:16,10/21/15 22:32,2,,NA,295,0,0,2.9,18
1043041,11/18/15 2:07,11/20/15 1:02,2,,2,366,0,366,3.4,41
538268,8/1/15 10:31,9/10/15 20:50,2,,NA,1656,0,0,3.3,22
357171,7/1/15 8:35,11/6/15 7:43,2,,NA,584,0,0,1.6,28
754286,9/10/15 9:39,9/13/15 14:41,2,,NA,193,0,0,2.8,29
496471,8/26/15 22:10,9/23/15 23:01,2,,NA,1302,0,0,1.2,31
1020245,12/3/15 17:47,12/16/15 13:15,2,,2,360,0,360,2.8,28
1106629,12/2/15 18:09,12/4/15 14:57,2,2,2,1218,1218,1218,1.3,68
409405,7/16/15 9:36,9/5/15 13:17,2,,NA,508,0,0,3.5,21
329670,11/26/15 18:33,12/1/15 15:04,2,,2,172,0,172,2,24
744067,10/7/15 8:10,10/9/15 23:07,2,,NA,699,0,0,1.6,36
659818,9/26/15 22:46,10/7/15 9:09,2,,NA,514,0,0,3.4,24
302295,8/2/15 2:42,10/21/15 14:18,2,,NA,1490,0,0,3,47
204,8/14/15 19:23,9/27/15 15:50,2,,NA,562,0,0,2,53
554400,8/21/15 3:49,9/5/15 9:29,2,,NA,319,0,0,4.3,39
474827,7/26/15 12:23,8/2/15 23:09,2,,NA,11,0,0,1.8,29
841664,10/19/15 12:28,11/20/15 14:01,2,,NA,698,0,0,2.6,45
66132,9/17/15 11:53,9/19/15 6:47,2,,NA,871,0,0,3.7,53
518505,8/4/15 7:39,9/2/15 21:13,2,,NA,255,0,0,2,21
934790,11/7/15 8:02,11/29/15 21:01,2,,1,1006,0,576,4.1,22
203402,7/10/15 13:50,9/8/15 12:55,2,,NA,326,0,0,2.9,35
1238171,8/20/15 1:40,8/28/15 12:48,2,,NA,866,0,0,3.3,29
693228,9/24/15 9:24,9/27/15 17:53,2,,NA,120,0,0,1.6,38
1090899,12/23/15 22:26,12/31/15 4:27,2,1,2,628,226,628,3,18
831495,12/19/15 8:52,12/21/15 8:25,2,,2,1105,0,1105,2.1,24
374208,12/3/15 14:02,12/6/15 23:18,2,2,2,571,571,571,1.2,32
646726,9/9/15 10:29,9/27/15 1:58,2,,NA,1188,0,0,1.7,61
761083,9/20/15 2:54,9/24/15 4:51,2,,NA,1026,0,0,0.8,34
752850,9/28/15 23:28,10/24/15 10:15,2,,NA,1657,0,0,2,46
284650,8/5/15 23:18,8/21/15 2:25,2,,NA,2433,0,0,3.9,35
796360,10/27/15 13:16,12/12/15 17:10,2,,1,676,0,549,3.5,36
799819,10/17/15 9:47,10/31/15 18:18,2,,NA,793,0,0,3,55
556871,7/18/15 17:24,8/5/15 4:08,2,,NA,127,0,0,1.4,56
344372,6/15/15 14:04,11/16/15 8:13,2,,1,204,0,71,3.5,41
1065618,12/14/15 23:25,12/17/15 10:11,2,,2,69,0,69,2.4,32
891491,11/14/15 23:25,11/16/15 23:44,2,,NA,161,0,0,2.4,23
521821,7/31/15 4:18,7/31/15 6:51,2,,NA,925,0,0,2.3,39
94002,7/10/15 16:34,9/7/15 0:28,2,,NA,1180,0,0,1.8,25
1214182,8/1/15 23:00,10/1/15 6:28,2,,NA,1246,0,0,3.1,40
890506,10/21/15 21:40,10/31/15 0:24,2,,NA,573,0,0,3.9,32
504862,8/23/15 6:20,9/10/15 15:14,2,,NA,383,0,0,4.6,24
942132,10/30/15 0:33,11/14/15 7:21,2,,1,573,0,356,1.1,60
205128,6/17/15 22:08,7/16/15 14:48,2,,NA,599,0,0,2.6,46
967320,11/27/15 7:45,12/4/15 7:27,2,,1,145,0,68,1.8,25
1101009,11/27/15 14:51,12/2/15 13:06,2,2,2,147,147,147,1,21
1064380,11/30/15 13:22,12/10/15 3:38,2,,2,1170,0,1170,1.9,17
855315,10/12/15 16:10,11/14/15 18:41,2,,1,157,0,81,1.3,28
610090,9/6/15 13:04,9/15/15 11:31,2,,NA,957,0,0,1.9,54
402256,8/6/15 2:27,8/8/15 20:56,2,,NA,884,0,0,4,51
693681,10/9/15 15:33,10/22/15 14:44,2,,NA,702,0,0,2.4,31
1045767,12/9/15 0:13,12/11/15 22:03,2,,2,2018,0,2018,3,47
541414,10/16/15 5:51,11/30/15 20:22,2,,1,316,0,203,0.7,30
756111,9/24/15 6:00,11/16/15 15:41,2,,1,204,0,50,3.9,24
1326248,7/22/15 21:59,8/31/15 6:45,2,,NA,224,0,0,1.5,36
760888,9/28/15 3:17,10/3/15 0:58,2,,NA,1642,0,0,2.6,55
27858,9/21/15 1:06,12/29/15 6:23,2,1,1,1762,845,845,2.8,56
114304,9/13/15 4:06,10/14/15 19:38,2,,NA,1074,0,0,2.6,60
1054091,11/18/15 20:28,11/21/15 3:49,2,,2,19813,0,19813,2,16
817808,10/27/15 23:28,11/24/15 1:49,2,,NA,1142,0,0,3.5,47
345086,7/9/15 8:29,11/20/15 13:11,2,,NA,63,0,0,2.6,17
853893,10/24/15 23:03,10/31/15 10:34,2,,NA,597,0,0,0.5,17
757188,9/11/15 21:36,9/14/15 13:21,2,,NA,204,0,0,1.4,29
375330,6/29/15 18:33,7/20/15 8:56,2,,NA,142,0,0,1.7,37
801168,9/18/15 13:33,9/21/15 15:59,2,,NA,788,0,0,2.4,15
619701,8/26/15 0:27,11/21/15 20:01,2,,1,265,0,153,2,24
1036076,10/25/15 21:54,11/13/15 23:40,2,1,2,36,16,36,0.7,48
594003,9/12/15 6:24,11/5/15 10:17,2,,NA,904,0,0,3.5,26
155378,10/25/15 12:31,12/8/15 18:02,2,,1,656,0,281,3.6,47
125275,10/20/15 2:38,11/30/15 7:47,2,1,1,1467,509,509,3.8,41
1040603,12/2/15 7:09,12/9/15 10:49,2,1,2,200,97,200,3.8,37
1117,11/28/15 19:29,12/9/15 6:46,2,1,2,2189,1576,2189,2,22
1267400,10/10/15 9:05,10/30/15 8:20,2,,NA,1044,0,0,2.8,29
47093,7/20/15 10:43,8/8/15 5:02,2,,NA,522,0,0,3.1,25
502373,8/13/15 19:47,8/24/15 5:39,2,,NA,504,0,0,1.7,29
867653,11/18/15 19:39,12/21/15 11:28,2,,1,1481,0,851,1.9,18
967404,11/21/15 7:19,12/23/15 10:12,2,1,1,2766,1428,1428,4,15
968563,10/26/15 7:48,11/12/15 14:27,2,,1,573,0,239,3.5,58
998856,12/7/15 18:07,12/10/15 16:40,2,,2,245,0,245,1.4,37
904008,11/7/15 18:55,11/10/15 18:54,2,,NA,233,0,0,1.6,42
890476,11/20/15 15:50,12/21/15 4:40,2,,1,773,0,292,1.5,44
1192208,7/21/15 2:42,7/24/15 9:34,2,,NA,824,0,0,3.1,22
1096093,12/3/15 9:23,12/5/15 12:43,2,2,2,239,239,239,0.7,30
10359,8/3/15 22:57,10/24/15 5:45,2,,NA,365,0,0,2.7,56
1236317,9/18/15 9:37,9/26/15 22:11,2,,NA,171,0,0,3.6,50
1237541,8/6/15 22:13,9/10/15 20:33,2,,NA,107,0,0,0.1,47
457590,8/1/15 1:50,12/1/15 10:28,2,,1,500,0,132,1.6,47
1237043,9/1/15 6:09,9/24/15 18:47,2,,NA,904,0,0,2.5,15
728793,9/18/15 13:48,9/27/15 16:32,2,,NA,1215,0,0,3.2,38
389439,7/9/15 0:53,7/22/15 3:47,2,,NA,209,0,0,1.7,46
607748,8/26/15 6:28,9/6/15 20:36,2,,NA,1418,0,0,1.2,69
75992,7/7/15 16:18,12/11/15 9:40,2,,1,1488,0,973,1.8,57
214883,8/8/15 0:18,11/29/15 8:34,2,,1,3024,0,1871,1.4,53
613453,9/18/15 6:04,9/22/15 19:36,2,,NA,720,0,0,2.9,58
364923,6/21/15 20:37,9/22/15 19:22,2,,NA,769,0,0,3,21
122,7/20/15 3:38,10/3/15 23:03,2,,NA,2685,0,0,2.6,24
787717,10/4/15 19:25,10/6/15 14:22,2,,NA,590,0,0,1.4,27
971965,10/21/15 23:29,10/27/15 12:53,2,,NA,1080,0,0,1.4,27
1087129,12/10/15 6:45,12/13/15 12:57,2,2,2,240,240,240,1.2,15
959415,11/10/15 0:18,11/14/15 10:45,2,,NA,108,0,0,2.2,22
306702,7/30/15 20:58,12/13/15 6:07,2,1,1,828,311,311,2.2,47
553222,8/22/15 22:27,10/12/15 12:00,2,,NA,84,0,0,2.7,18
290735,9/22/15 18:54,10/7/15 16:13,2,,NA,2578,0,0,3.5,49
557017,8/15/15 1:53,11/1/15 4:27,2,,NA,3125,0,0,3.8,28
900608,10/18/15 13:33,10/29/15 17:40,2,,NA,981,0,0,2.5,20
480516,9/17/15 0:12,11/24/15 13:58,2,,1,239,0,133,0.7,19
734348,9/22/15 4:36,10/31/15 3:40,2,,NA,455,0,0,1.3,57
437294,8/11/15 20:12,8/12/15 3:16,2,,NA,747,0,0,2.7,71
711235,8/30/15 11:07,9/19/15 8:31,2,,NA,118,0,0,0.6,53
614463,8/16/15 10:55,8/24/15 23:52,2,,NA,1092,0,0,2.4,16
1210490,9/15/15 3:19,10/22/15 17:08,2,,NA,545,0,0,3.8,52
451051,7/20/15 1:06,7/22/15 21:18,2,,NA,84,0,0,0.5,33
658162,8/23/15 3:46,9/23/15 19:12,2,,NA,655,0,0,1.4,28
795430,10/7/15 8:37,10/11/15 23:26,2,,NA,472,0,0,1.2,50
806668,10/11/15 10:41,10/24/15 3:16,2,,NA,921,0,0,1.9,42
735599,10/10/15 23:56,10/25/15 12:51,2,,NA,1625,0,0,3.2,47
885158,11/4/15 6:12,11/8/15 3:37,2,,NA,915,0,0,3.2,54
737395,9/25/15 22:23,9/26/15 11:36,2,,NA,526,0,0,1.4,29
404102,6/26/15 2:09,6/30/15 22:30,2,,NA,230,0,0,2,46
769913,9/18/15 13:40,10/19/15 17:48,2,,NA,1637,0,0,2.1,40
5916,8/16/15 17:06,9/6/15 19:32,2,,NA,798,0,0,0.7,47
535367,9/9/15 7:34,11/1/15 22:08,2,,NA,1244,0,0,3,53
818252,10/16/15 7:05,10/16/15 15:12,2,,NA,571,0,0,2.9,19
1279233,6/10/15 7:57,6/21/15 5:07,2,,NA,294,0,0,2.1,47
707111,10/14/15 0:52,10/24/15 14:28,2,,NA,204,0,0,2.4,28
335145,8/6/15 9:58,9/25/15 19:53,2,,NA,1564,0,0,3.1,52
883632,11/4/15 11:18,11/22/15 3:56,2,,NA,27,0,0,1.5,42
920357,10/24/15 5:43,10/26/15 14:23,2,,NA,54,0,0,3.4,46
564128,8/5/15 1:05,8/6/15 9:52,2,,NA,262,0,0,0.1,51
977679,11/25/15 11:14,12/3/15 5:51,2,,1,1565,0,783,0.5,43
717317,9/5/15 22:10,11/4/15 6:27,2,,1,1830,0,931,2.1,32
1096765,12/11/15 1:26,12/16/15 1:16,2,2,2,722,722,722,2.7,26
1300448,11/26/15 1:49,12/1/15 18:25,2,,2,312,0,312,3,17
547787,9/10/15 19:33,9/19/15 10:47,2,,NA,523,0,0,1.6,17
598468,8/28/15 20:59,10/21/15 11:29,2,,NA,1,0,0,2.2,28
387385,7/17/15 0:33,8/5/15 12:32,2,,NA,2161,0,0,3.7,29
442785,8/18/15 19:02,11/7/15 9:17,2,,1,415,0,247,2.5,35
640418,9/26/15 21:01,10/13/15 18:50,2,,NA,693,0,0,3.6,22
825862,10/7/15 6:42,12/1/15 6:22,2,1,1,641,181,181,1.3,46
799693,9/18/15 10:36,9/26/15 8:58,2,,NA,345,0,0,1.9,22
191661,7/15/15 12:41,7/28/15 14:47,2,,NA,1239,0,0,4.3,34
609085,8/8/15 21:02,8/12/15 10:07,2,,NA,628,0,0,2.1,58
1298743,10/29/15 13:59,12/6/15 13:42,2,1,1,755,492,492,2,35
520380,8/13/15 7:07,8/18/15 2:03,2,,NA,941,0,0,0.9,22
1291414,10/20/15 19:16,11/28/15 4:54,2,,1,143,0,90,4.2,25
409238,8/6/15 22:17,12/3/15 17:55,2,,1,950,0,529,3.1,32
796310,10/15/15 11:07,12/2/15 10:13,2,,1,182,0,47,1.7,44
806562,10/11/15 20:40,11/11/15 2:52,2,,NA,1314,0,0,2.1,27
1305747,10/4/15 13:44,11/29/15 11:45,2,,NA,1178,0,0,0.5,16
267146,7/29/15 16:50,10/12/15 22:44,2,,NA,444,0,0,1.9,23
806507,10/13/15 0:18,10/18/15 8:10,2,,NA,495,0,0,2,24
1092957,12/25/15 16:13,12/29/15 8:57,2,2,2,584,584,584,1.6,28
460076,7/18/15 10:48,9/22/15 15:48,2,,NA,2623,0,0,2.7,23
1163677,8/6/15 22:20,9/13/15 4:01,2,,NA,1300,0,0,2.5,42
289233,7/2/15 5:02,10/22/15 22:12,2,,NA,1917,0,0,2.8,51
834965,10/15/15 7:32,11/11/15 4:49,2,,NA,204,0,0,0.9,29
294578,12/5/15 10:42,12/8/15 9:13,2,,2,393,0,393,2.6,54
259689,8/23/15 14:00,9/12/15 16:27,2,,NA,825,0,0,2.6,26
865006,10/19/15 19:57,11/11/15 8:19,2,,1,890,0,630,0.4,39
551766,8/19/15 23:52,10/1/15 5:37,2,,NA,570,0,0,2.3,31
1162723,7/13/15 22:58,10/30/15 1:53,2,,NA,1583,0,0,4,64
1341823,7/15/15 9:30,8/6/15 3:32,2,,NA,129,0,0,2.7,18
806675,9/27/15 14:22,10/1/15 3:12,2,,NA,1443,0,0,4.2,31
804396,11/1/15 2:36,11/5/15 0:59,2,,NA,32,0,0,0.7,16
1124647,8/23/15 12:28,12/3/15 2:47,2,,1,1575,0,1101,1.3,60
1175097,6/5/15 17:21,6/9/15 17:18,2,,NA,461,0,0,1.2,34
604060,9/4/15 0:19,9/12/15 11:47,2,,NA,756,0,0,3,51
497501,8/12/15 6:14,8/25/15 11:01,2,,NA,896,0,0,0.8,18
779466,9/25/15 1:11,9/26/15 4:41,2,,NA,117,0,0,2.9,51
754866,10/2/15 17:18,10/6/15 16:32,2,,NA,256,0,0,3.4,19
881258,11/12/15 3:09,11/15/15 22:06,2,,NA,1245,0,0,2.6,20
294550,7/14/15 9:25,7/27/15 17:29,2,,NA,668,0,0,2.1,30
1063284,11/13/15 13:23,11/26/15 11:22,2,1,2,263,177,263,1.5,20
146836,8/7/15 13:08,11/9/15 20:44,2,,NA,486,0,0,1.4,27
1035427,11/29/15 21:04,12/15/15 2:19,2,,2,567,0,567,3.6,32
703006,9/20/15 14:02,10/9/15 3:27,2,,NA,2291,0,0,1.4,18
1004651,12/13/15 14:26,12/17/15 8:53,2,,2,889,0,889,2.5,47
857442,10/12/15 10:38,10/14/15 2:58,2,,NA,5,0,0,0.8,51
156211,7/2/15 17:30,9/26/15 0:41,2,,NA,102,0,0,4.1,62
950330,10/27/15 0:02,11/8/15 19:51,2,,1,351,0,176,1.4,43
1314656,8/12/15 0:41,8/17/15 13:43,2,,NA,427,0,0,0.2,20
467457,11/16/15 2:09,11/19/15 9:53,2,,NA,276,0,0,0.8,21
439218,8/19/15 6:30,10/4/15 15:33,2,,NA,112,0,0,3.1,32
260524,8/9/15 1:45,11/9/15 14:10,2,,NA,478,0,0,3.5,36
1322050,9/11/15 20:48,10/28/15 2:46,2,,NA,848,0,0,3.5,40
785943,10/8/15 23:02,11/13/15 16:10,2,,NA,1773,0,0,2.5,47
1180344,9/29/15 2:20,10/17/15 21:40,2,,NA,789,0,0,3.5,32
1188882,8/2/15 17:35,9/28/15 8:54,2,,NA,1598,0,0,0.8,26
954118,11/28/15 10:50,12/4/15 15:31,2,,2,837,0,837,1.6,25
735628,9/23/15 18:07,10/24/15 8:23,2,,NA,801,0,0,2.1,31
41379,7/6/15 15:25,8/5/15 14:48,2,,NA,1,0,0,2,25
122762,7/16/15 0:09,8/13/15 23:20,2,,NA,283,0,0,4.5,22
140557,10/9/15 15:11,11/11/15 0:12,2,,NA,504,0,0,2.5,23
1153858,10/6/15 12:54,11/17/15 3:48,2,1,1,113,29,29,2.4,47
736191,10/5/15 17:43,10/9/15 11:42,2,,NA,1581,0,0,2.2,33
628105,8/9/15 1:47,9/25/15 6:15,2,,NA,1687,0,0,2.3,33
568786,9/14/15 10:26,9/25/15 17:49,2,,NA,478,0,0,2.4,33
588380,9/8/15 11:02,10/4/15 7:43,2,,NA,487,0,0,3.9,33
169594,10/7/15 23:58,10/17/15 8:06,2,,NA,543,0,0,2,34
531238,8/5/15 7:37,8/22/15 3:38,2,,NA,279,0,0,3.2,44
606891,8/9/15 15:43,9/6/15 4:14,2,,NA,506,0,0,1.3,28
541516,8/31/15 9:03,9/4/15 4:34,2,,NA,977,0,0,1.8,50
435169,7/13/15 5:01,7/21/15 20:31,2,,NA,1464,0,0,2,61
667747,9/28/15 17:29,10/23/15 16:27,2,,NA,118,0,0,1.1,38
246609,10/4/15 11:10,11/12/15 1:15,2,,NA,1627,0,0,2.8,32
237108,9/7/15 8:22,9/20/15 18:58,2,,NA,1361,0,0,2.4,44
859779,10/23/15 2:01,11/23/15 12:15,2,,1,1320,0,1109,2.9,38
1076447,12/18/15 22:35,12/20/15 3:01,2,,2,724,0,724,3.8,52
1246854,10/27/15 19:03,10/31/15 21:11,2,,NA,477,0,0,1.6,33
783704,10/7/15 0:33,10/16/15 19:05,2,,NA,822,0,0,1.6,48
163127,8/1/15 18:33,8/16/15 4:14,2,,NA,352,0,0,3.4,45
1147037,10/22/15 23:12,11/24/15 17:54,2,,1,272,0,136,2,29
949381,10/23/15 17:23,10/26/15 9:47,2,,NA,411,0,0,1.9,26
586020,8/14/15 12:58,11/17/15 13:18,2,,1,410,0,154,3.1,48
457759,10/8/15 1:17,11/9/15 2:06,2,,NA,1312,0,0,2.2,20
875428,10/19/15 22:14,12/2/15 6:53,2,,1,413,0,200,3.2,30
1322665,8/20/15 11:30,8/25/15 18:49,2,,NA,546,0,0,2.7,46
495330,10/15/15 21:36,12/25/15 4:34,2,1,1,461,307,307,1.9,20
435223,8/13/15 2:59,8/17/15 10:38,2,,NA,348,0,0,1.3,29
848197,11/10/15 18:58,12/15/15 11:58,2,,1,418,0,254,2.7,31
405620,7/19/15 20:36,8/12/15 1:29,2,,NA,93,0,0,0.9,42
1068288,11/19/15 20:41,11/24/15 14:43,2,,2,1211,0,1211,3.1,38
992158,11/24/15 19:04,12/11/15 6:20,2,,2,191,0,191,4.9,59
1163820,9/25/15 1:32,10/3/15 10:25,2,,NA,148,0,0,2.9,48
17357,12/12/15 11:37,12/14/15 7:49,2,2,2,444,444,444,1.9,50
352728,8/1/15 18:27,8/9/15 18:44,2,,NA,1346,0,0,3.3,39
980549,11/21/15 18:47,12/16/15 9:24,2,1,2,169,84,169,2.2,38
769797,9/19/15 7:53,11/8/15 16:56,2,,1,17,0,4,3.6,21
389185,7/9/15 10:07,7/13/15 5:09,2,,NA,285,0,0,4.3,18
450133,8/15/15 22:47,8/22/15 6:07,2,,NA,514,0,0,1.6,45
307907,7/26/15 15:57,7/30/15 14:38,2,,NA,743,0,0,1.9,24
107359,11/30/15 9:44,12/14/15 15:37,2,1,2,203,112,203,0.9,18
555939,8/7/15 20:47,8/16/15 18:07,2,,NA,534,0,0,2.6,42
235337,10/23/15 15:46,11/16/15 2:31,2,,1,168,0,120,2.9,52
990355,12/5/15 12:12,12/26/15 8:28,2,,2,449,0,449,2.5,24
1150042,9/28/15 8:09,10/21/15 5:41,2,,NA,769,0,0,1,44
1325315,7/10/15 6:31,12/8/15 5:52,2,,1,196,0,114,2.7,42
841637,10/15/15 5:49,11/2/15 12:20,2,,NA,1261,0,0,1.3,18
749139,11/6/15 4:42,12/7/15 13:19,2,,1,1238,0,327,3.2,16
528825,8/16/15 1:06,9/1/15 8:44,2,,NA,860,0,0,3.5,20
10615,8/3/15 0:15,8/8/15 19:58,2,,NA,693,0,0,2.9,34
877487,11/4/15 14:10,11/11/15 2:04,2,,NA,482,0,0,0.6,51
184766,7/5/15 4:28,7/15/15 2:01,2,,NA,543,0,0,3.1,18
1304266,7/22/15 13:15,9/16/15 0:41,2,,NA,792,0,0,3.2,32
269298,8/3/15 8:10,8/14/15 1:19,2,,NA,620,0,0,1.7,22
9078,10/2/15 16:24,12/5/15 23:33,2,,1,17,0,8,2.7,35
946375,11/6/15 4:50,11/28/15 11:11,2,,1,416,0,377,1.7,42
326880,6/21/15 16:30,6/25/15 17:11,2,,NA,600,0,0,2.2,57
79938,12/8/15 8:11,12/11/15 14:17,2,,2,222,0,222,2.9,25
721313,9/29/15 14:54,11/6/15 11:46,2,,NA,276,0,0,3.1,58
169136,7/29/15 22:55,10/21/15 5:30,2,,NA,280,0,0,0.7,32
788508,9/27/15 18:10,10/1/15 20:03,2,,NA,82,0,0,3.3,62
12429,10/28/15 16:44,11/4/15 6:37,2,,NA,25,0,0,3.4,47
2061,8/14/15 23:26,10/17/15 13:58,2,,NA,2891,0,0,1.8,45
623096,9/23/15 23:43,10/19/15 6:35,2,,NA,594,0,0,2.8,26
1073463,12/23/15 8:50,12/24/15 21:53,2,1,2,299,139,299,1.5,45
108601,8/3/15 3:07,8/17/15 4:07,2,,NA,74,0,0,2.7,44
517758,8/11/15 9:30,8/18/15 2:18,2,,NA,1109,0,0,1.5,31
606080,9/9/15 13:41,11/25/15 0:03,2,,NA,4539,0,0,2,36
1203026,7/18/15 9:28,11/29/15 1:17,2,1,1,5109,2696,2696,4,41
468856,8/14/15 21:19,8/18/15 11:09,2,,NA,256,0,0,3.5,56
138997,10/13/15 14:41,10/20/15 8:23,2,,NA,2667,0,0,3.4,30
